"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Luis Heredia","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.76","6.29","5.94","5.99","0.0","0.0","999.0","sa599061"
"Karan Patel","CHW","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.66","6.65","5.06","6.17","0.0","0.0","999.0","sa1169765"
"Ryan Luna","COL","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.76","5.82","5.73","5.99","0.0","0.0","999.0","sa918646"
"Dario Gardea","DET","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.74","5.90","5.57","6.03","0.0","0.0","999.0","sa3007598"
"Sam Keating","SDP","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.74","5.83","5.76","5.90","0.0","0.0","999.0","sa3005025"
"Ben Madison","SFG","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.80","6.76","6.77","5.69","0.0","0.0","999.0","sa3008173"
"Alberto Sojo","CHC","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.77","6.44","5.98","6.03","0.0","0.0","999.0","sa3009466"
"Miguel Ausua","COL","0","0","6.73","0","1","0","1.0","1","1","0","1","1","1.93","5.46","6.04","6.33","0.0","0.0","999.0","sa3006835"
"Devon Fisher","","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.76","6.91","6.25","6.00","0.0","0.0","999.0","sa829287"
"Igor Januario","","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.80","6.18","6.29","6.00","0.0","0.0","999.0","sa3006638"
"Luis Alvarado","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.72","6.86","5.83","6.00","0.0","0.0","999.0","sa3007454"
"Patrick Smith","KCR","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.81","5.87","6.57","5.99","0.0","0.0","999.0","sa1170802"
"Eric Hepple","","0","0","6.78","0","1","0","1.0","1","1","0","1","1","1.92","6.24","6.31","6.33","0.0","0.0","999.0","sa3006992"
"Clate Schmidt","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.75","5.88","5.62","6.00","0.0","0.0","999.0","sa659047"
"Carlos Chavez","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.72","5.80","5.30","6.00","0.0","0.0","999.0","sa977183"
"Kai-Wei Lin","ARI","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.72","6.64","5.66","5.91","0.0","0.0","999.0","sa919537"
"Christian Prado","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.73","6.30","5.57","6.00","0.0","0.0","999.0","sa3005425"
"Gabino Avalos","ATL","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.77","6.99","6.42","6.00","0.0","0.0","999.0","sa729437"
"Jeisson Cabrera","LAD","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.78","7.59","6.67","6.00","0.0","0.0","999.0","sa3006501"
"Joseph Gonzalez","HOU","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.72","6.50","5.75","5.96","0.0","0.0","999.0","sa3007858"
"Edwin Salas","","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.73","5.72","5.25","6.00","0.0","0.0","999.0","sa509482"
"Jorge Perez","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.75","5.67","5.59","6.00","0.0","0.0","999.0","sa3008628"
"Joan Valdez","LAD","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.74","6.93","5.98","6.00","0.0","0.0","999.0","sa3003013"
"Carlos Hernandez","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.70","6.53","5.45","6.01","0.0","0.0","999.0","sa827961"
"Jared Janczak","CLE","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.76","6.71","6.24","5.90","0.0","0.0","999.0","sa3010300"
"Ryan Loutos","STL","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.71","6.19","5.75","5.85","0.0","0.0","999.0","sa3016850"
"Nicholas Hanson","CIN","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.89","6.36","6.84","6.27","0.0","0.0","999.0","sa917957"
"Logan Stoelke","PIT","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.75","6.67","6.04","5.95","0.0","0.0","999.0","sa3006762"
"Julian Arballo","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.76","6.13","5.84","6.01","0.0","0.0","999.0","sa504009"
"Brady Puckett","MIA","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.74","6.08","5.91","5.85","0.0","0.0","999.0","sa829632"
"Jose Amezcua","","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.79","6.56","6.32","6.02","0.0","0.0","999.0","sa548382"
"Keegan Collett","SDP","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.86","7.94","7.84","5.93","0.0","0.0","999.0","sa3011192"
"Nicholas Enright","CLE","1","2","4.41","0","30","0","30.0","28","15","5","31","12","1.32","9.27","3.51","4.52","0.0","0.0","999.0","sa3010299"
"Jarod Wright","CHC","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.80","6.19","6.22","6.06","0.0","0.0","999.0","sa3015109"
"Yeuris Jimenez","MIA","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.80","6.21","6.56","5.86","0.0","0.0","999.0","sa3006386"
"Carlos Machorro","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.75","7.08","6.20","6.02","0.0","0.0","999.0","sa877615"
"Reinaldo De Paula","LAD","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.80","6.84","6.51","6.02","0.0","0.0","999.0","sa3002820"
"Austin Conway","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.76","7.28","6.30","6.20","0.0","0.0","999.0","sa3006837"
"Nicholas Snyder","ARI","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.82","7.45","7.13","5.94","0.0","0.0","999.0","sa3011528"
"Cooper Bradford","CHW","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.73","6.23","5.59","6.21","0.0","0.0","999.0","sa3010310"
"Hazahel Quijada","SDP","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.83","7.11","7.31","5.94","0.0","0.0","999.0","sa3007586"
"Eddy Tavarez","","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.79","7.23","6.64","6.03","0.0","0.0","999.0","sa1170313"
"Jacob Reindl","CHC","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.82","6.60","6.64","6.07","0.0","0.0","999.0","sa3011523"
"Carlos Campos","PIT","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.79","6.18","6.20","5.97","0.0","0.0","999.0","sa3005457"
"Irving Machuca","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.75","7.10","6.22","6.03","0.0","0.0","999.0","sa3008641"
"Diego Cordero","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.69","5.74","5.19","6.03","0.0","0.0","999.0","sa873150"
"Brett Lockwood","CIN","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.90","6.38","6.98","6.30","0.0","0.0","999.0","sa3015041"
"Yohanse Morel","KCR","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.79","5.57","5.95","6.02","0.0","0.0","999.0","sa3005685"
"Jose Frutos","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.75","6.62","5.92","6.04","0.0","0.0","999.0","sa3005382"
"Raul Barron","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.72","6.01","5.40","6.04","0.0","0.0","999.0","sa328471"
"Jonah Dipoto","KCR","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.78","6.42","6.39","6.03","0.0","0.0","999.0","sa3010776"
"Heitor Tokar","HOU","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.71","5.44","5.19","6.00","0.0","0.0","999.0","sa3005683"
"Alex Valdez","ARI","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.82","5.97","6.24","5.95","0.0","0.0","999.0","sa3005432"
"Edward Urena","WSN","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.84","6.41","6.54","6.17","0.0","0.0","999.0","sa3015161"
"Sasagi Sanchez","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.76","6.29","5.88","6.05","0.0","0.0","999.0","sa824742"
"Deivi Diaz","CHW","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.80","6.70","6.58","6.22","0.0","0.0","999.0","sa917803"
"Jack Little","LAD","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.69","7.08","5.54","6.04","0.0","0.0","999.0","sa1115817"
"Esteban Romero","","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.73","6.23","5.52","6.05","0.0","0.0","999.0","sa3005404"
"Wandi Montout","PIT","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.84","6.70","7.02","5.98","0.0","0.0","999.0","sa3011422"
"Denny Roman","PIT","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.83","6.36","6.72","5.99","0.0","0.0","999.0","sa3007608"
"Jaimito Lebron","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.82","6.22","6.48","6.06","0.0","0.0","999.0","sa829379"
"Kipp Rollings","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.79","5.32","5.81","6.05","0.0","0.0","999.0","sa3009857"
"Ryan Williamson","CHW","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.77","6.73","6.40","6.24","0.0","0.0","999.0","sa3008258"
"Marco Rivas","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.78","6.64","6.30","6.06","0.0","0.0","999.0","sa3001058"
"Luis Tena","STL","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.79","6.27","6.64","5.90","0.0","0.0","999.0","sa3005863"
"Brendan Meyer","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.79","6.20","6.17","6.06","0.0","0.0","999.0","sa3008158"
"Ronny Rincones","NYM","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.77","7.09","6.60","5.89","0.0","-0.1","999.0","sa3009724"
"Angel Reyes","DET","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.71","5.86","5.40","6.11","0.0","0.0","999.0","sa3006985"
"Lucas Jacobsen","TEX","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.79","7.04","6.61","5.98","0.0","0.0","999.0","sa918634"
"Jack Dellinger","DET","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.79","5.73","6.00","6.11","0.0","0.0","999.0","sa3010838"
"Francisco Villegas","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.73","6.98","6.06","6.07","0.0","0.0","999.0","sa917805"
"Xavier Moore","BAL","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.78","6.57","6.12","6.49","0.0","0.0","999.0","sa3004348"
"Peter Bayer","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.79","7.06","6.59","6.07","0.0","0.0","999.0","sa918152"
"Benny Suarez","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.76","5.61","5.56","6.07","0.0","0.0","999.0","sa659041"
"Aidan Anderson","PHI","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.73","6.65","5.79","6.20","0.0","0.0","999.0","sa3011250"
"Ethan Clark","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.82","7.15","6.90","6.08","0.0","0.0","999.0","sa875652"
"Andy Salcido","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.77","6.44","6.03","6.08","0.0","0.0","999.0","sa3005407"
"Jordan DiValerio","BOS","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.75","5.50","5.19","6.01","0.0","0.0","999.0","sa3014865"
"Seth Mayberry","SDP","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.83","6.88","7.09","5.99","0.0","0.0","999.0","sa3010244"
"John Schneider","CIN","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.90","7.71","7.63","6.35","0.0","0.0","999.0","sa3007489"
"Wander Cabrera","COL","0","0","6.73","0","1","0","1.0","1","1","0","1","1","2.01","5.91","7.18","6.42","0.0","0.0","999.0","sa873320"
"Zachary Hart","CLE","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.78","6.81","6.51","5.98","0.0","0.0","999.0","sa3009997"
"Brandon Marklund","KCR","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.86","5.93","6.82","6.08","0.0","0.0","999.0","sa3008663"
"Ethan Larrison","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.78","6.50","6.25","6.09","0.0","0.0","999.0","sa3006767"
"Grant Townsend","TOR","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.73","6.99","5.98","6.05","0.0","0.0","999.0","sa3007268"
"Oscar Marcelino","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.82","6.43","6.59","6.09","0.0","0.0","999.0","sa830623"
"Andrew Gross","TBR","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.66","5.77","5.08","5.81","0.0","0.0","999.0","sa3010127"
"Jordan Mikel","CHW","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.75","6.97","6.11","6.28","0.0","0.0","999.0","sa3015094"
"Christian Tripp","MIL","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.79","6.49","6.28","6.13","0.0","0.0","999.0","sa3007610"
"Nick Gallagher","CLE","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.68","7.13","5.78","5.99","0.0","0.0","999.0","sa3005408"
"Juan Geraldo","MIL","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.78","6.67","6.40","6.13","0.0","0.0","999.0","sa3005885"
"Luke Chevalier","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.78","6.31","6.11","6.10","0.0","0.0","999.0","sa3010136"
"Daniel Juarez","NYM","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.79","7.46","7.05","5.93","0.0","-0.1","999.0","sa3011139"
"Robinson Hernandez","COL","0","0","6.80","0","1","0","1.0","1","1","0","1","1","1.89","6.36","6.22","6.44","0.0","0.0","999.0","sa3005879"
"Walter Pennington","KCR","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.85","5.40","6.57","6.09","0.0","0.0","999.0","sa3014971"
"Marlon Constante","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.79","6.51","6.24","6.11","0.0","0.0","999.0","sa873298"
"Alberto Leyva","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.75","6.38","5.84","6.11","0.0","0.0","999.0","sa914411"
"Emilker Guzman","LAA","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.72","6.01","5.45","6.17","0.0","0.0","999.0","sa3003158"
"Rafael Ordaz","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.69","5.77","4.91","6.11","0.0","0.0","999.0","sa657895"
"Trevor Horn","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.76","6.10","5.73","6.11","0.0","0.0","999.0","sa3007457"
"Wilkelma Castillo","SFG","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.77","6.81","6.54","5.80","0.0","0.0","999.0","sa3008487"
"Frandy Torres","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.80","6.54","6.36","6.11","0.0","0.0","999.0","sa919202"
"Ivan Medina","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.79","6.08","6.11","6.11","0.0","0.0","999.0","sa830138"
"Joseph DeMers","OAK","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.65","5.08","4.63","5.92","0.0","0.0","999.0","sa3008597"
"Bryson Hutchinson","","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.79","5.87","6.06","6.11","0.0","0.0","999.0","sa3005328"
"Dalton Lehnen","","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.78","6.58","6.42","6.12","0.0","0.0","999.0","sa873948"
"William Oxford","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.78","6.11","6.05","6.12","0.0","0.0","999.0","sa3004478"
"Brailin Gonzalez","NYM","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.84","7.09","7.47","5.94","0.0","-0.1","999.0","sa3005442"
"Daniel Ramos","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.79","6.20","6.11","6.12","0.0","0.0","999.0","sa828512"
"Brendan Bell","PHI","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.86","6.29","6.89","6.25","0.0","0.0","999.0","sa3011236"
"Chandler Day","WSN","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.84","6.02","6.35","6.25","0.0","0.0","999.0","sa3008021"
"Refugio Marin","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.77","6.00","5.84","6.12","0.0","0.0","999.0","sa977187"
"Rafael Carvajal","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.80","6.17","6.25","6.25","0.0","0.0","999.0","sa924083"
"Kyle Hinton","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.83","6.86","6.91","6.13","0.0","0.0","999.0","sa3006981"
"Anthony Zimmerman","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.79","6.82","6.48","6.13","0.0","0.0","999.0","sa1171993"
"Oswaldo Martinez","CHC","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.75","5.56","5.39","6.13","0.0","0.0","999.0","sa393077"
"Daniel Hrbek","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.76","6.52","6.01","6.14","0.0","0.0","999.0","sa3004716"
"Christofer Dominguez","NYM","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.79","6.64","6.74","5.96","0.0","-0.1","999.0","sa3003078"
"Carlos Gomez","NYY","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.79","6.93","6.47","6.25","0.0","0.0","999.0","sa3006699"
"Kyle Hill","SEA","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.71","6.91","6.01","6.00","0.0","0.0","999.0","sa3009922"
"Franklin Wallace","KCR","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.88","5.07","6.65","6.13","0.0","0.0","999.0","sa3015105"
"Chih-Ting Wang","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.76","6.31","6.06","6.14","0.0","0.0","999.0","sa3007602"
"Kyle Martin","BAL","0","0","6.31","0","1","0","1.0","1","1","0","1","1","1.85","5.91","6.61","6.57","0.0","0.0","999.0","sa3010815"
"Marc Church","TEX","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.77","7.32","6.38","6.06","0.0","0.0","999.0","sa3015080"
"Steven Casey","HOU","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.66","5.26","4.57","6.11","0.0","0.0","999.0","sa3010820"
"Hector Figueroa","","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.81","5.95","6.28","6.15","0.0","0.0","999.0","sa873724"
"Jesus Alcantar","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.76","6.12","5.72","6.15","0.0","0.0","999.0","sa3002590"
"Roy Garcia","STL","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.83","6.29","6.95","5.99","0.0","0.0","999.0","sa3002941"
"Samuel Sheehan","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.85","7.42","7.31","6.16","0.0","0.0","999.0","sa918715"
"Juan Nunez","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.79","6.56","6.38","6.16","0.0","0.0","999.0","sa828600"
"Nelvin Correa","NYY","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.72","6.23","5.45","6.27","0.0","0.0","999.0","sa3003103"
"Elroy Urbina","ARI","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.83","6.33","6.67","6.16","0.0","0.0","999.0","sa599414"
"Jared Poche'","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.74","6.28","5.78","6.16","0.0","0.0","999.0","sa857617"
"Serafino Brito","CLE","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.76","6.17","5.95","6.06","0.0","0.0","999.0","sa3010312"
"Adrian Rodriguez","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.70","6.05","5.08","6.17","0.0","0.0","999.0","sa877346"
"Nelson Leon","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.79","6.57","6.32","6.17","0.0","0.0","999.0","sa828241"
"Elkin Alcala","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.70","6.26","5.35","6.17","0.0","0.0","999.0","sa917126"
"Jorge Labrador","SFG","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.83","6.93","7.12","5.86","0.0","0.0","999.0","sa916839"
"Michael Matuella","TEX","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.78","7.01","6.33","6.08","0.0","0.0","999.0","sa827490"
"Jason Reynolds","SDP","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.79","6.52","6.60","6.08","0.0","0.0","999.0","sa3010577"
"Hayden Roberts","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.78","6.39","6.18","6.18","0.0","0.0","999.0","sa3002823"
"Cristian Sierra","MIL","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.73","7.17","6.25","6.21","0.0","0.0","999.0","sa3009859"
"Abel Adames","SFG","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.80","6.53","6.57","5.87","0.0","0.0","999.0","sa917912"
"Austin Faith","NYM","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.77","6.92","6.44","6.01","0.0","-0.1","999.0","sa3014803"
"Gregori Vasquez","BAL","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.75","5.79","5.53","6.61","0.0","0.0","999.0","sa873328"
"Carlos De Los Santos","LAD","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.84","6.88","6.89","6.18","0.0","0.0","999.0","sa3005448"
"Martin Santana","LAD","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.83","6.80","6.78","6.18","0.0","0.0","999.0","sa3006402"
"Angel Cuenca","STL","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.78","6.53","6.57","6.02","0.0","0.0","999.0","sa3006414"
"Michael Giacone","NYY","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.84","6.72","6.88","6.30","0.0","0.0","999.0","sa3014802"
"Bryce Tucker","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.83","6.87","6.93","6.19","0.0","0.0","999.0","sa1119388"
"Matthew Walker","DET","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.82","5.35","6.13","6.23","0.0","0.0","999.0","sa1169914"
"Joseph Camacho","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.76","6.15","5.84","6.19","0.0","0.0","999.0","sa913096"
"Harrison Rutkowski","TOR","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.85","6.31","6.94","6.15","0.0","0.0","999.0","sa3017067"
"Benjamin Sandoval","","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.78","6.06","5.86","6.19","0.0","0.0","999.0","sa545115"
"Miguel Guerrero","MIL","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.78","6.19","6.04","6.22","0.0","0.0","999.0","sa3014872"
"Michael LoPresti","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.86","6.01","6.68","6.19","0.0","0.0","999.0","sa3006984"
"Linder Castro","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.77","6.97","6.38","6.19","0.0","0.0","999.0","sa592949"
"Christopher Soriano","PHI","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.87","6.06","6.98","6.32","0.0","0.0","999.0","sa3009514"
"Axel Rios","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.79","6.51","6.26","6.19","0.0","0.0","999.0","sa595954"
"Christian Vann","","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.88","6.66","7.39","6.19","0.0","0.0","999.0","sa3007812"
"Keegan McCarville","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.76","6.33","5.94","6.19","0.0","0.0","999.0","sa1119731"
"Jeferson Mejia","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.84","6.59","6.75","6.20","0.0","0.0","999.0","sa751022"
"Jose Vasquez","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.84","6.33","6.75","6.20","0.0","0.0","999.0","sa871767"
"Gary Crosby","DET","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.83","5.00","6.18","6.24","0.0","0.0","999.0","sa3004477"
"Michael Martinez","LAD","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.82","6.91","6.73","6.19","0.0","0.0","999.0","sa3006415"
"Ernesto Jaquez","HOU","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.77","6.90","6.38","6.16","0.0","0.0","999.0","sa3004869"
"Tomas Alastre","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.78","6.59","6.27","6.20","0.0","0.0","999.0","sa873529"
"Diego Cordero","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.74","6.30","5.62","6.32","0.0","0.0","999.0","sa3004004"
"Scott Burke","BAL","0","0","6.40","0","1","0","1.0","1","1","0","1","1","1.72","5.74","5.12","6.63","0.0","0.0","999.0","sa738474"
"Riley Echols","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.80","6.65","6.36","6.21","0.0","0.0","999.0","sa3003933"
"Juan Lopez","HOU","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.80","6.52","6.41","6.21","0.0","0.0","999.0","sa881080"
"Jeremy McKinney","","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.79","6.94","6.19","6.34","0.0","0.0","999.0","sa915723"
"Eliezer Rodriguez","MIA","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.88","6.31","7.39","6.05","0.0","0.0","999.0","sa3003064"
"Destin Dotson","TEX","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.83","6.60","6.79","6.13","0.0","0.0","999.0","sa3009988"
"Diego Granado","OAK","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.67","5.51","4.97","6.02","0.0","0.0","999.0","sa3014931"
"Timothy Hardy","NYY","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.83","6.63","6.66","6.33","0.0","0.0","999.0","sa3004104"
"Xavier Concepcion","PIT","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.90","6.41","7.40","6.15","0.0","0.0","999.0","sa3006618"
"Bryce Nightengale","OAK","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.74","6.41","6.17","6.02","0.0","0.0","999.0","sa3007481"
"Jonathan Teaney","CLE","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.78","6.39","6.22","6.11","0.0","0.0","999.0","sa829674"
"Nicolas Heredia","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.76","6.39","5.86","6.23","0.0","0.0","999.0","sa733608"
"Randy Labaut","CLE","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.75","6.40","6.01","6.12","0.0","0.0","999.0","sa3010615"
"Brian Jesson-Dalton","CHC","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.87","6.91","7.13","6.27","0.0","0.0","999.0","sa1170121"
"Garrett Leonard","PIT","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.83","6.88","6.90","6.17","0.0","0.0","999.0","sa3010141"
"Angel Landazuri","","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.72","5.65","5.14","6.24","0.0","0.0","999.0","sa549571"
"Daniel Guerrero","","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.70","5.90","5.07","6.24","0.0","0.0","999.0","sa325916"
